# CDC Weekly counts of deaths by state and select causes
# 2019 - 2021
# export of https://data.cdc.gov/NCHS/Weekly-Counts-of-Deaths-by-State-and-Select-Causes/muzy-jte6
# Last update 11-20-2021
# Column 1 and Columns after S of the raw CDC data removed for clarity.

Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
New Jersey,2020,21,5/23/2020,1936,1819,27,292,42,48,29,48,30,26,18,381,73,556,488
New Jersey,2020,22,5/30/2020,1745,1613,37,265,43,49,31,49,34,21,21,316,68,396,348
New Jersey,2020,23,6/6/2020,1586,1469,24,251,40,47,20,47,30,28,22,355,44,316,256
New Jersey,2020,24,6/13/2020,1484,1370,27,277,36,35,17,47,30,29,19,330,54,220,184
New Jersey,2020,25,6/20/2020,1412,1297,38,282,32,37,23,43,32,28,19,332,54,162,127
New Jersey,2020,26,6/27/2020,1445,1338,34,280,40,40,18,52,32,29,16,332,65,143,109
New Jersey,2020,27,7/4/2020,1407,1285,33,293,46,31,16,57,31,32,20,338,57,103,78
New Jersey,2020,28,7/11/2020,1389,1238,28,260,31,39,11,42,28,18,18,326,65,86,60
New Jersey,2020,29,7/18/2020,1323,1225,34,294,32,47,23,38,17,31,18,306,64,61,40
New Jersey,2020,30,7/25/2020,1370,1263,33,294,38,43,23,31,25,26,16,327,54,66,50
New Jersey,2020,31,8/1/2020,1392,1271,32,296,34,42,14,33,39,29,20,341,63,63,48
New Jersey,2020,32,8/8/2020,1343,1223,44,291,26,32,28,46,40,25,22,304,77,36,27
New Jersey,2020,33,8/15/2020,1308,1193,24,268,46,53,20,43,29,29,28,302,50,45,33
New Jersey,2020,34,8/22/2020,1341,1221,46,282,29,37,17,49,39,26,17,333,55,36,30
New Jersey,2020,35,8/29/2020,1335,1204,29,296,45,37,15,45,26,25,13,329,63,33,21
New Jersey,2020,36,9/5/2020,1397,1269,29,278,47,37,21,50,29,38,17,347,51,32,25
New Jersey,2020,37,9/12/2020,1389,1290,38,323,40,44,18,41,36,33,17,322,63,35,30
New Jersey,2020,38,9/19/2020,1378,1263,30,279,40,34,19,46,18,33,24,330,80,35,27
New Jersey,2020,39,9/26/2020,1394,1291,40,291,38,35,11,53,37,34,24,338,80,31,27
New Jersey,2020,40,10/3/2020,1330,1213,33,273,33,33,21,49,31,31,19,306,80,34,27
New Jersey,2020,41,10/10/2020,1400,1284,31,291,51,50,32,46,34,28,25,294,67,54,41
New Jersey,2020,42,10/17/2020,1341,1226,38,256,34,38,15,41,53,25,21,325,58,58,51
New Jersey,2020,43,10/24/2020,1470,1366,39,311,36,58,22,46,37,29,19,321,60,72,63
New Jersey,2020,44,10/31/2020,1434,1341,37,274,35,49,14,59,38,27,17,369,50,82,69
New Jersey,2020,45,11/7/2020,1566,1447,47,340,50,35,21,54,30,28,32,347,73,92,83
New Jersey,2020,46,11/14/2020,1632,1516,42,328,43,44,27,56,41,33,15,370,54,181,158
New Jersey,2020,47,11/21/2020,1675,1548,49,327,41,40,20,51,39,31,20,344,63,229,199
New Jersey,2020,48,11/28/2020,1696,1588,40,257,55,45,18,55,33,27,27,378,67,312,282
New Jersey,2020,49,12/5/2020,1904,1799,49,301,49,45,17,46,38,38,17,388,57,454,410
New Jersey,2020,50,12/12/2020,2024,1905,32,317,54,59,28,50,39,33,18,390,74,493,458
New Jersey,2020,51,12/19/2020,2093,2001,58,310,54,59,23,51,51,31,36,405,100,531,483
New Jersey,2020,52,12/26/2020,2064,1970,42,273,60,54,23,61,48,31,27,405,82,560,518
New Jersey,2020,53,1/2/2021,2216,2080,34,305,64,57,31,57,45,40,22,427,96,649,592
New Jersey,2021,1,1/9/2021,2056,1932,44,269,53,47,34,38,37,39,22,408,74,549,498
New Jersey,2021,2,1/16/2021,2161,2042,43,295,56,57,30,60,39,42,27,403,80,603,550
New Jersey,2021,3,1/23/2021,1989,1882,40,259,35,61,27,56,41,31,19,358,92,567,512
New Jersey,2021,4,1/30/2021,2007,1909,45,286,49,64,30,48,39,40,17,421,56,523,470
New Jersey,2021,5,2/6/2021,2030,1919,44,283,53,59,25,35,41,38,28,414,80,470,425
New Jersey,2021,6,2/13/2021,1862,1746,48,292,39,52,23,41,40,39,21,393,83,370,327
New Jersey,2021,7,2/20/2021,1825,1707,51,310,47,47,20,43,37,43,21,386,70,328,287
New Jersey,2021,8,2/27/2021,1795,1669,35,303,39,53,21,56,36,39,26,374,78,302,260
New Jersey,2021,9,3/6/2021,1712,1581,43,273,47,53,35,35,34,40,27,379,84,232,203
New Jersey,2021,10,3/13/2021,1583,1471,54,276,32,50,21,47,39,29,21,335,75,228,192
New Jersey,2021,11,3/20/2021,1671,1552,41,310,35,63,25,44,46,20,31,338,63,244,221
New Jersey,2021,12,3/27/2021,1624,1515,37,288,34,51,14,49,40,38,30,369,53,234,214
New Jersey,2021,13,4/3/2021,1584,1471,32,269,46,36,24,47,31,33,28,341,67,231,204
New Jersey,2021,14,4/10/2021,1675,1568,50,271,36,55,24,49,29,43,35,335,74,269,242
New Jersey,2021,15,4/17/2021,1582,1482,34,275,27,42,22,46,26,27,23,350,76,258,230
New Jersey,2021,16,4/24/2021,1657,1551,35,312,47,53,18,47,48,31,27,319,69,234,208
New Jersey,2021,17,5/1/2021,1647,1537,49,298,34,49,26,35,39,28,32,369,76,200,185
New Jersey,2021,18,5/8/2021,1467,1384,40,271,38,42,22,39,44,24,28,345,78,170,149
New Jersey,2021,19,5/15/2021,1476,1368,30,305,35,39,16,47,31,23,28,339,65,138,125
New Jersey,2021,20,5/22/2021,1460,1345,27,303,28,37,14,45,43,44,33,336,64,86,70
New Jersey,2021,21,5/29/2021,1325,1219,34,265,25,42,15,46,36,28,24,295,64,88,71
New Jersey,2021,22,6/5/2021,1394,1282,31,314,30,33,14,47,29,34,25,346,69,50,36
New Jersey,2021,23,6/12/2021,1133,1021,29,213,39,42,16,26,18,25,25,267,65,20,15
New Jersey,2021,24,6/19/2021,1331,1213,34,266,36,26,13,51,32,23,27,338,67,47,35
New Jersey,2021,25,6/26/2021,1372,1274,42,319,29,38,17,44,38,31,28,315,58,25,16
New Jersey,2021,26,7/3/2021,1371,1249,24,302,31,37,16,50,31,28,34,319,65,35,26
New Jersey,2021,27,7/10/2021,1379,1266,30,267,36,49,12,41,30,34,51,337,68,27,17
New Jersey,2021,28,7/17/2021,1294,1207,32,264,38,34,17,53,35,27,44,320,65,31,23
New Jersey,2021,29,7/24/2021,1367,1271,34,299,36,41,16,56,25,30,42,287,56,28,21
New Jersey,2021,30,7/31/2021,1371,1278,34,280,47,28,18,50,30,26,54,334,65,32,27
New Jersey,2021,31,8/7/2021,1390,1288,35,310,32,32,20,50,30,24,52,305,50,38,38
New Jersey,2021,32,8/14/2021,1424,1328,46,283,41,48,16,48,25,32,58,303,70,74,68
New Jersey,2021,33,8/21/2021,1456,1357,35,306,46,34,20,49,31,33,68,311,71,91,75
New Jersey,2021,34,8/28/2021,1480,1401,30,280,24,44,27,46,34,22,83,362,61,104,89
New Jersey,2021,35,9/4/2021,1524,1416,38,306,38,35,23,28,28,22,82,349,81,118,105
New Jersey,2021,36,9/11/2021,1526,1452,38,308,32,44,25,40,20,29,95,334,68,123,112
New Jersey,2021,37,9/18/2021,1567,1497,45,313,29,42,28,46,32,26,96,329,72,132,117
New Jersey,2021,38,9/25/2021,1534,1465,39,287,39,42,23,49,37,32,111,312,74,143,126
New Jersey,2021,39,10/2/2021,1488,1417,27,316,37,43,23,45,36,35,105,287,67,123,111
New Jersey,2021,40,10/9/2021,1487,1396,47,299,33,46,27,48,31,26,91,280,83,120,109
New Jersey,2021,41,10/16/2021,1488,1400,49,300,37,27,15,55,40,22,105,304,68,112,106
New Jersey,2021,42,10/23/2021,1490,1330,45,295,41,47,22,42,33,28,93,310,58,111,100
New Jersey,2021,43,10/30/2021,1409,1122,35,285,29,45,23,52,35,26,92,303,68,89,83
New Jersey,2021,44,11/6/2021,1184,773,33,242,23,39,21,32,28,29,92,292,48,67,56
New Mexico,2020,1,1/4/2020,407,357,,63,15,14,17,18,,,,98,25,0,0
New Mexico,2020,2,1/11/2020,408,364,,66,15,10,14,45,,,,86,13,0,0
New Mexico,2020,3,1/18/2020,387,337,,61,14,12,11,27,,,0,89,,0,0
New Mexico,2020,4,1/25/2020,403,366,,76,10,11,17,24,,,,88,18,0,0
New Mexico,2020,5,2/1/2020,368,321,,61,11,,12,21,12,,,73,21,0,0
New Mexico,2020,6,2/8/2020,377,315,,77,16,,,25,,,,68,15,0,0
New Mexico,2020,7,2/15/2020,381,337,,75,19,11,16,20,10,,,72,15,0,0
New Mexico,2020,8,2/22/2020,391,338,,67,13,11,,25,,,0,87,20,0,0
New Mexico,2020,9,2/29/2020,394,354,,61,,17,,31,,11,,103,19,0,0
New Mexico,2020,10,3/7/2020,398,356,,61,19,14,11,21,,13,,94,23,0,0
New Mexico,2020,11,3/14/2020,342,296,,54,14,13,,19,,,,79,12,0,0
New Mexico,2020,12,3/21/2020,390,349,,61,15,10,13,25,,,,82,14,0,0
New Mexico,2020,13,3/28/2020,365,320,,60,18,14,,26,,,,86,12,,
New Mexico,2020,14,4/4/2020,398,359,,67,16,12,,31,11,,,79,13,,
New Mexico,2020,15,4/11/2020,410,376,,66,,20,,28,,,,91,18,23,18
New Mexico,2020,16,4/18/2020,422,379,,76,17,17,,21,,,,74,21,35,31
New Mexico,2020,17,4/25/2020,407,362,,67,20,,,18,,,,73,16,48,44
New Mexico,2020,18,5/2/2020,419,370,,54,11,11,,13,,,,82,15,76,74
New Mexico,2020,19,5/9/2020,442,387,,57,19,14,,16,,,,96,19,69,67
New Mexico,2020,20,5/16/2020,474,410,,72,18,12,,19,,12,,79,15,68,59
New Mexico,2020,21,5/23/2020,396,349,,70,16,10,,25,11,,,55,13,44,41
New Mexico,2020,22,5/30/2020,431,378,,63,17,,,16,,,,96,18,55,51
New Mexico,2020,23,6/6/2020,447,380,,67,18,14,,20,,,,85,16,37,35
New Mexico,2020,24,6/13/2020,441,395,,69,10,13,,26,,11,,85,18,36,34
New Mexico,2020,25,6/20/2020,416,356,,59,16,,,25,,,,86,11,32,30
New Mexico,2020,26,6/27/2020,399,343,,62,,14,,14,,12,,81,19,21,20
New Mexico,2020,27,7/4/2020,446,396,,93,15,13,,23,,,,87,16,27,27
New Mexico,2020,28,7/11/2020,408,364,,75,17,15,,23,,,,85,18,29,24
New Mexico,2020,29,7/18/2020,400,331,,62,,16,,20,,,,64,15,32,31
New Mexico,2020,30,7/25/2020,435,382,,53,16,17,,15,,,,73,19,50,49
New Mexico,2020,31,8/1/2020,407,354,,70,18,17,,14,,,,71,20,44,41
New Mexico,2020,32,8/8/2020,432,382,,67,17,21,,16,,,,88,17,28,26
New Mexico,2020,33,8/15/2020,394,347,,70,19,12,,17,,,,67,17,21,19
New Mexico,2020,34,8/22/2020,409,341,,64,20,12,,19,,,,83,12,21,17
New Mexico,2020,35,8/29/2020,394,346,,79,19,17,,17,,,,72,17,19,17
New Mexico,2020,36,9/5/2020,376,304,0,61,,17,,17,,,,55,17,11,10
New Mexico,2020,37,9/12/2020,398,345,,60,18,13,,13,,,,79,21,,
New Mexico,2020,38,9/19/2020,397,331,,75,16,15,,12,,,,70,19,10,10
New Mexico,2020,39,9/26/2020,398,358,,86,10,12,,20,,,,75,25,12,12
New Mexico,2020,40,10/3/2020,386,337,,64,18,18,,14,,,,68,19,17,14
New Mexico,2020,41,10/10/2020,387,354,,68,18,14,,24,,,,76,13,15,14
New Mexico,2020,42,10/17/2020,405,348,,90,12,16,,16,,,0,82,15,21,20
New Mexico,2020,43,10/24/2020,433,384,,81,19,11,11,19,,,,75,15,51,49
New Mexico,2020,44,10/31/2020,460,407,,65,12,11,,18,,,,76,14,76,72
New Mexico,2020,45,11/7/2020,518,467,,66,11,16,10,29,,,,66,23,133,125
New Mexico,2020,46,11/14/2020,573,513,,53,17,16,,24,,,,80,14,185,175
New Mexico,2020,47,11/21/2020,585,529,,82,12,11,,25,,,,72,14,189,185
New Mexico,2020,48,11/28/2020,598,549,,65,11,14,,26,,,,76,20,211,199
New Mexico,2020,49,12/5/2020,655,601,,77,16,15,,22,,,,79,17,255,242
New Mexico,2020,50,12/12/2020,685,628,,62,23,15,,34,,,,93,21,280,262
New Mexico,2020,51,12/19/2020,659,609,,68,14,18,12,17,,,,94,21,243,229
New Mexico,2020,52,12/26/2020,623,568,,70,13,18,,26,,,0,79,20,198,191
New Mexico,2020,53,1/2/2021,607,557,,68,16,18,,23,,,,102,12,190,180
New Mexico,2021,1,1/9/2021,591,535,,69,22,10,,11,,,,102,12,191,183
New Mexico,2021,2,1/16/2021,537,484,,49,15,,,24,,,,90,16,178,160
New Mexico,2021,3,1/23/2021,532,492,,77,16,12,,20,,,,82,17,151,140
New Mexico,2021,4,1/30/2021,485,431,0,69,17,10,,17,,,,81,19,110,97
New Mexico,2021,5,2/6/2021,470,411,,65,10,,,15,,,,80,16,111,99
New Mexico,2021,6,2/13/2021,471,413,,69,17,10,,24,,12,12,66,27,83,71
New Mexico,2021,7,2/20/2021,438,375,,55,15,10,,15,,,,84,12,67,65
New Mexico,2021,8,2/27/2021,462,408,,82,10,13,,22,,,,69,25,54,48
New Mexico,2021,9,3/6/2021,450,410,,86,11,14,,16,,,,85,15,51,46
New Mexico,2021,10,3/13/2021,407,353,,70,18,,,20,,,,79,16,33,27
New Mexico,2021,11,3/20/2021,447,400,,82,22,10,,27,,,,71,14,28,24
New Mexico,2021,12,3/27/2021,441,386,,73,10,13,,23,,,10,78,,28,24
New Mexico,2021,13,4/3/2021,440,383,,74,12,14,10,13,,,,91,13,26,20
New Mexico,2021,14,4/10/2021,421,362,,74,,14,,21,,,,77,17,16,
New Mexico,2021,15,4/17/2021,434,368,,63,18,16,,17,,,14,82,17,16,
New Mexico,2021,16,4/24/2021,413,356,,64,13,15,,16,,,,85,19,16,12
New Mexico,2021,17,5/1/2021,387,334,,69,11,,,21,10,,,76,13,15,13
New Mexico,2021,18,5/8/2021,417,355,,76,19,21,,14,,,10,69,,13,10
New Mexico,2021,19,5/15/2021,437,374,,92,16,15,,13,,,,73,24,16,12
New Mexico,2021,20,5/22/2021,407,356,,79,11,10,,17,11,0,,71,19,22,20
New Mexico,2021,21,5/29/2021,401,359,,63,12,16,,25,,,14,72,17,24,22
New Mexico,2021,22,6/5/2021,408,356,,73,13,,,22,,,13,68,17,11,
New Mexico,2021,23,6/12/2021,350,294,,67,13,,,18,,,,51,22,10,
New Mexico,2021,24,6/19/2021,412,359,,75,12,,,25,,13,17,64,11,20,16
New Mexico,2021,25,6/26/2021,397,351,,71,11,10,,25,,,15,62,17,17,13
New Mexico,2021,26,7/3/2021,404,354,,52,19,10,,22,11,,20,62,19,11,
New Mexico,2021,27,7/10/2021,373,329,,62,13,,,14,,,24,70,16,10,
New Mexico,2021,28,7/17/2021,386,342,,76,16,,,19,,,13,71,14,,
New Mexico,2021,29,7/24/2021,389,337,,63,18,10,,22,,,,71,20,10,
New Mexico,2021,30,7/31/2021,379,328,,75,15,,10,21,,,14,63,16,12,10
New Mexico,2021,31,8/7/2021,393,344,,63,16,10,,20,,,24,74,23,26,25
New Mexico,2021,32,8/14/2021,434,399,,67,17,10,,21,,,26,61,13,46,45
New Mexico,2021,33,8/21/2021,431,390,,76,16,11,,16,,,17,70,16,51,47
New Mexico,2021,34,8/28/2021,445,400,,59,,,,16,,10,28,65,21,77,72
New Mexico,2021,35,9/4/2021,431,386,,77,,,,16,,,31,61,12,73,70
New Mexico,2021,36,9/11/2021,503,445,,88,19,14,,19,,,33,65,13,95,86
New Mexico,2021,37,9/18/2021,453,412,,86,11,21,,15,,,40,49,16,75,68
New Mexico,2021,38,9/25/2021,424,386,,69,10,12,,19,,,38,72,21,59,53
New Mexico,2021,39,10/2/2021,445,403,,60,16,15,,21,,,39,70,18,64,61
New Mexico,2021,40,10/9/2021,421,373,,56,17,13,,15,,,46,72,13,67,62
New Mexico,2021,41,10/16/2021,394,346,,60,10,14,,17,,,39,63,17,61,58
New Mexico,2021,42,10/23/2021,389,331,,62,21,15,,15,,,32,51,19,54,52
New Mexico,2021,43,10/30/2021,325,220,,63,,,,10,,,28,52,13,57,52
New Mexico,2021,44,11/6/2021,256,93,,33,,,,,,,18,39,,54,53
New York,2020,1,1/4/2020,2163,2018,22,414,60,75,86,128,50,29,33,543,79,0,0
New York,2020,2,1/11/2020,2092,1970,23,411,60,60,63,135,48,43,34,530,82,0,0
New York,2020,3,1/18/2020,2169,2035,26,423,49,63,66,124,44,45,25,583,92,0,0
New York,2020,4,1/25/2020,2022,1883,31,416,61,38,60,97,55,51,37,496,79,0,0
New York,2020,5,2/1/2020,2030,1912,27,399,57,45,52,114,50,38,41,507,89,0,0
New York,2020,6,2/8/2020,2058,1930,28,412,52,49,62,108,53,37,32,549,77,,
New York,2020,7,2/15/2020,1989,1840,16,389,57,50,61,99,43,47,34,537,70,0,0
New York,2020,8,2/22/2020,2033,1925,23,432,58,58,71,128,42,40,30,475,83,,
New York,2020,9,2/29/2020,2161,2019,29,444,50,57,66,107,45,43,35,575,62,0,0
New York,2020,10,3/7/2020,2072,1911,36,380,60,58,71,106,36,40,30,515,91,0,0
New York,2020,11,3/14/2020,1981,1848,15,396,44,52,66,117,43,37,22,475,77,,
New York,2020,12,3/21/2020,2130,1982,29,402,60,65,83,102,51,46,52,479,90,44,42
New York,2020,13,3/28/2020,2544,2393,40,413,73,75,91,146,56,38,28,554,78,303,292
New York,2020,14,4/4/2020,3776,3639,31,439,99,85,143,133,46,51,41,770,93,1134,1098
New York,2020,15,4/11/2020,4664,4524,21,428,96,61,118,135,40,45,27,908,96,2023,1921
New York,2020,16,4/18/2020,4462,4318,22,370,83,68,100,127,44,37,36,796,88,2028,1927
New York,2020,17,4/25/2020,3742,3610,21,388,80,60,74,97,43,47,27,615,79,1602,1520
New York,2020,18,5/2/2020,3127,2995,22,406,66,56,60,93,26,28,15,560,85,1141,1063
New York,2020,19,5/9/2020,2775,2623,23,344,69,54,39,85,33,31,24,547,81,880,811
New York,2020,20,5/16/2020,2506,2359,15,383,72,50,38,79,32,40,27,503,80,673,609
New York,2020,21,5/23/2020,2245,2097,24,369,65,43,49,82,37,28,32,467,57,461,408
New York,2020,22,5/30/2020,2111,1957,19,370,69,44,36,79,30,34,31,476,63,332,291
New York,2020,23,6/6/2020,1974,1810,17,399,36,39,33,65,37,41,25,411,80,264,223
New York,2020,24,6/13/2020,1896,1753,28,362,57,45,33,67,39,29,32,446,64,181,153
New York,2020,25,6/20/2020,1901,1749,32,400,46,56,36,81,38,30,32,447,80,128,102
New York,2020,26,6/27/2020,1928,1759,21,388,49,40,39,71,32,35,23,473,86,77,62
New York,2020,27,7/4/2020,1893,1723,14,390,53,35,38,78,38,36,25,442,69,61,48
New York,2020,28,7/11/2020,1891,1743,17,407,55,42,31,89,29,32,29,473,77,64,47
New York,2020,29,7/18/2020,1846,1700,27,382,55,39,38,73,27,28,25,461,61,59,47
New York,2020,30,7/25/2020,1814,1681,18,419,58,49,29,80,28,39,23,427,69,45,35
New York,2020,31,8/1/2020,1885,1731,18,438,43,41,32,102,31,28,24,444,66,41,31
New York,2020,32,8/8/2020,1875,1726,22,419,53,44,32,79,44,25,31,442,81,33,23
New York,2020,33,8/15/2020,1824,1662,18,393,56,40,30,77,25,29,29,432,78,39,30
New York,2020,34,8/22/2020,1875,1712,19,418,51,43,26,79,28,35,24,441,81,33,23
New York,2020,35,8/29/2020,1813,1657,21,417,60,43,25,74,35,32,36,420,90,25,20
New York,2020,36,9/5/2020,1796,1652,13,402,47,38,24,69,49,37,36,446,61,29,23
New York,2020,37,9/12/2020,1791,1661,22,423,56,42,25,69,38,34,22,415,79,27,21
New York,2020,38,9/19/2020,1876,1715,18,424,55,47,34,73,38,32,26,487,61,24,14
New York,2020,39,9/26/2020,2091,1915,30,456,64,50,32,79,38,32,28,505,90,21,15
New York,2020,40,10/3/2020,1979,1831,24,415,53,54,42,79,36,36,27,479,82,50,38
New York,2020,41,10/10/2020,2090,1936,22,454,64,40,32,74,49,44,31,501,79,50,42
New York,2020,42,10/17/2020,1937,1787,17,408,48,58,29,63,45,29,28,471,99,59,49
New York,2020,43,10/24/2020,1898,1770,17,391,53,47,25,62,34,29,25,463,70,68,60
New York,2020,44,10/31/2020,2004,1879,22,405,62,43,42,78,40,33,30,544,80,89,70
New York,2020,45,11/7/2020,2160,1996,23,452,51,52,45,87,40,41,27,514,89,93,81
New York,2020,46,11/14/2020,2062,1946,25,400,64,42,41,83,36,37,33,503,74,165,142
New York,2020,47,11/21/2020,2186,2027,16,391,62,48,38,91,50,40,44,481,88,219,199
New York,2020,48,11/28/2020,2303,2162,18,389,75,53,40,90,42,41,21,506,72,341,313
New York,2020,49,12/5/2020,2404,2279,32,365,72,56,33,89,39,36,34,540,77,411,385
New York,2020,50,12/12/2020,2633,2496,22,436,70,55,35,82,52,48,26,520,83,595,539
New York,2020,51,12/19/2020,2770,2627,26,391,74,45,38,90,38,41,17,560,88,771,704
New York,2020,52,12/26/2020,2926,2796,24,425,60,60,44,91,32,47,34,559,93,839,770
New York,2020,53,1/2/2021,2923,2766,23,400,76,69,40,72,47,28,22,555,75,899,829
New York,2021,1,1/9/2021,3042,2920,18,342,83,52,62,86,43,39,54,532,92,1043,974
New York,2021,2,1/16/2021,3179,3027,24,417,57,66,54,91,67,45,54,551,84,1063,972
New York,2021,3,1/23/2021,2962,2834,24,385,69,61,56,75,36,31,38,525,68,973,902
New York,2021,4,1/30/2021,2845,2702,17,415,77,48,44,85,46,49,30,570,81,846,766
New York,2021,5,2/6/2021,2830,2697,24,418,79,55,49,94,37,39,39,573,84,782,683
New York,2021,6,2/13/2021,2506,2366,30,375,54,48,29,71,40,44,34,503,94,625,560
New York,2021,7,2/20/2021,2460,2321,32,370,65,61,41,83,33,39,37,538,91,506,431
New York,2021,8,2/27/2021,2356,2205,28,410,79,48,34,87,35,38,37,497,79,378,321
New York,2021,9,3/6/2021,2197,2051,22,385,73,44,35,80,36,31,30,448,92,319,276
New York,2021,10,3/13/2021,2173,2033,30,407,59,41,44,78,38,41,37,462,90,267,227
New York,2021,11,3/20/2021,2112,1956,23,393,65,53,41,71,45,31,37,484,76,252,207
New York,2021,12,3/27/2021,2118,1976,31,383,39,63,29,109,46,23,35,493,85,232,186
New York,2021,13,4/3/2021,2002,1847,18,409,45,45,30,79,38,31,38,422,93,207,181
New York,2021,14,4/10/2021,2122,1965,13,369,54,46,36,82,37,38,49,500,90,214,183
New York,2021,15,4/17/2021,2022,1883,17,414,42,38,37,74,32,38,34,429,89,230,203
New York,2021,16,4/24/2021,2045,1915,20,417,52,49,34,75,39,36,32,445,73,229,202
New York,2021,17,5/1/2021,2033,1901,24,410,42,32,41,71,39,40,43,473,96,164,146
New York,2021,18,5/8/2021,1967,1819,18,427,56,44,34,81,32,28,42,415,86,162,133
New York,2021,19,5/15/2021,1930,1778,20,367,62,42,32,76,38,36,54,467,82,112,97
New York,2021,20,5/22/2021,2040,1877,24,420,52,44,38,71,37,36,51,493,86,110,87
New York,2021,21,5/29/2021,1911,1789,21,390,62,37,30,92,30,37,48,430,97,99,75
New York,2021,22,6/5/2021,1964,1815,26,416,53,35,35,72,36,28,48,482,86,80,65
New York,2021,23,6/12/2021,1850,1737,23,421,64,38,31,81,38,22,38,441,61,66,54
New York,2021,24,6/19/2021,1825,1678,18,392,40,43,23,68,44,30,46,431,68,42,31
New York,2021,25,6/26/2021,1827,1693,21,375,54,39,33,91,31,21,62,445,78,52,40
New York,2021,26,7/3/2021,1874,1741,18,415,53,35,35,59,44,31,59,459,63,26,16
New York,2021,27,7/10/2021,1893,1759,27,435,50,32,35,79,36,33,48,455,82,29,20
New York,2021,28,7/17/2021,1850,1716,28,389,41,45,38,85,41,33,73,449,75,23,13
New York,2021,29,7/24/2021,1947,1792,30,374,69,42,27,84,51,34,66,461,85,26,13
New York,2021,30,7/31/2021,1895,1766,22,382,49,51,42,79,37,39,63,464,76,34,26
New York,2021,31,8/7/2021,2044,1915,32,430,49,44,42,86,38,43,80,464,92,43,36
New York,2021,32,8/14/2021,2093,1977,27,443,58,45,43,110,37,39,113,477,68,79,73
New York,2021,33,8/21/2021,1979,1865,17,422,53,33,42,103,35,25,102,402,85,119,107
New York,2021,34,8/28/2021,2050,1946,25,398,57,46,41,80,41,26,82,498,84,142,128
New York,2021,35,9/4/2021,2012,1887,24,387,50,36,24,69,32,36,104,434,78,165,150
New York,2021,36,9/11/2021,2112,2001,31,398,44,36,47,73,45,32,106,488,81,167,153
New York,2021,37,9/18/2021,2215,2108,25,424,66,48,50,84,60,34,111,443,73,219,194
New York,2021,38,9/25/2021,2099,2002,17,391,57,47,41,89,48,27,125,435,63,206,189
New York,2021,39,10/2/2021,2235,2132,31,421,58,38,31,92,52,29,135,503,87,221,191
New York,2021,40,10/9/2021,2302,2207,39,473,59,44,44,96,48,31,124,488,107,202,187
New York,2021,41,10/16/2021,2165,2063,19,397,65,44,45,82,51,40,121,483,74,221,202
New York,2021,42,10/23/2021,2192,2054,22,393,50,39,36,87,40,35,130,448,86,236,218
New York,2021,43,10/30/2021,2100,1694,31,368,57,34,46,101,41,32,130,458,80,221,204
New York,2021,44,11/6/2021,1790,1378,17,309,50,45,36,86,33,24,122,381,54,191,173
New York City,2020,1,1/4/2020,1155,1067,,240,39,28,57,40,16,14,,396,26,0,0
New York City,2020,2,1/11/2020,1137,1084,15,221,49,18,49,40,10,16,23,375,47,0,0
New York City,2020,3,1/18/2020,1129,1057,10,236,28,15,57,35,12,17,12,351,45,0,0
New York City,2020,4,1/25/2020,1182,1104,14,258,46,25,58,28,14,16,21,379,38,0,0
New York City,2020,5,2/1/2020,1171,1085,,287,32,27,55,34,19,10,,353,35,0,0
New York City,2020,6,2/8/2020,1173,1086,16,228,42,21,60,45,14,18,,367,52,0,0
New York City,2020,7,2/15/2020,1130,1063,,252,42,22,46,32,10,,,374,42,0,0
New York City,2020,8,2/22/2020,1096,1025,11,250,31,23,35,39,11,14,12,347,42,0,0
New York City,2020,9,2/29/2020,1110,1027,10,227,34,22,35,48,14,12,11,339,54,0,0
New York City,2020,10,3/7/2020,1113,1045,12,244,43,13,43,28,,,11,355,40,0,0
New York City,2020,11,3/14/2020,1136,1059,14,230,36,22,47,32,,14,17,384,42,,
New York City,2020,12,3/21/2020,1405,1343,11,262,60,25,62,37,13,15,13,425,52,125,120
New York City,2020,13,3/28/2020,2805,2725,14,265,86,38,122,78,27,21,28,745,54,982,906
New York City,2020,14,4/4/2020,6293,6217,23,259,183,59,218,126,53,33,34,1480,71,3319,3099
New York City,2020,15,4/11/2020,7862,7786,10,252,163,55,163,106,59,28,45,1718,84,4867,4573
New York City,2020,16,4/18/2020,5899,5828,10,189,88,41,51,72,41,16,36,1152,60,3912,3651
New York City,2020,17,4/25/2020,4051,3978,,202,59,27,51,34,22,13,38,701,38,2627,2487
New York City,2020,18,5/2/2020,2846,2765,,179,32,22,49,30,23,,20,507,46,1724,1620
New York City,2020,19,5/9/2020,2072,1987,,195,34,18,40,26,18,11,20,403,34,1051,983
